time.Thu-16,time.Wed-15,time.Fri-0,time.Thu-23,time.Mon-17,time.Sun-11,time.Wed-11,time.Sat-10,time.Thu-13,time.Mon-2,time.Tue-7,time.Mon-19,time.Tue-4,time.Tue-2,time.Thu-0,time.Sat-6,time.Wed-3,time.Tue-23,time.Wed-22,time.Thu-17,time.Sat-23,time.Sat-4,time.Thu-14,time.Fri-15,time.Wed-5,time.Sat-0,time.Tue-13,time.Wed-20,time.Fri-16,time.Tue-18,time.Tue-17,time.Sat-9,time.Sat-3,time.Thu-7,time.Sun-21,time.Sat-16,time.Sat-19,time.Sat-5,time.Fri-10,time.Thu-21,time.Fri-5,time.Thu-8,time.Wed-19,time.Fri-4,time.Wed-18,time.Sun-3,time.Sun-16,time.Sun-1,time.Sun-17,time.Mon-1,time.Mon-7,time.Mon-22,time.Sat-1,time.Sun-0,time.Fri-8,time.Mon-13,time.Sat-15,time.Tue-1,time.Mon-23,time.Sat-7,time.Mon-15,time.Fri-12,time.Fri-11,time.Thu-22,time.Tue-3,time.Tue-5,time.Thu-18,time.Wed-1,business_id,time.Sun-4,time.Mon-0,time.Sat-22,time.Mon-16,time.Thu-20,time.Sun-6,time.Fri-18,time.Sat-18,time.Tue-15,time.Tue-19,time.Tue-20,time.Fri-7,time.Thu-9,time.Mon-12,time.Wed-23,time.Tue-6,time.Mon-21,time.Fri-6,time.Thu-6,time.Sun-13,time.Fri-20,time.Sun-8,time.Sun-12,time.Mon-8,time.Sun-23,time.Wed-16,time.Tue-8,time.Sun-9,time.Mon-4,time.Wed-9,time.Sat-2,time.Sat-12,time.Sun-2,time.Wed-17,time.Wed-6,time.Wed-7,time.Sat-8,time.Fri-1,time.Sat-11,time.Wed-21,time.Thu-3,time.Thu-11,time.Thu-2,time.Wed-10,time.Tue-9,time.Tue-12,time.Fri-3,time.Wed-13,time.Mon-20,time.Sun-20,time.Wed-4,time.Wed-0,time.Sun-10,time.Mon-9,time.Tue-10,time.Mon-18,time.Sun-19,time.Sun-15,time.Wed-8,time.Sat-14,time.Wed-14,time.Fri-19,time.Wed-12,time.Fri-2,time.Tue-14,time.Thu-12,time.Fri-9,time.Tue-11,time.Sat-21,time.Mon-6,time.Mon-11,time.Thu-1,time.Tue-22,time.Thu-10,time.Mon-10,time.Fri-23,time.Tue-16,time.Tue-21,time.Fri-17,time.Mon-3,time.Thu-4,time.Thu-15,time.Fri-22,time.Sun-22,time.Sun-5,time.Sat-13,time.Fri-13,time.Thu-19,time.Sat-20,time.Thu-5,time.Mon-14,time.Sun-7,time.Fri-21,time.Wed-2,time.Sat-17,time.Fri-14,time.Mon-5,time.Tue-0,time.Sun-14,time.Sun-18
1.0,1.0,,,2.0,,,,,,,2.0,1.0,,,,,1.0,,3.0,,,,3.0,,,,,1.0,,4.0,,,,,,,,,2.0,,,2.0,,3.0,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,zRPAUz1Y2pF9GAKyaGdBlw,,,,,3.0,,4.0,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,,,,,2.0,,,,,,,,4.0,,,,,,2.0,,,,,,,,2.0,,2.0,,1.0,,,,2.0,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,1.0,,2.0,,,1.0,,,,,,,,,2.0,,1.0,,,,,,,
,1.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,,,2.0,,,1.0,1.0,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,ZJxaagDiHF5qlmOHS56bwQ,,,,,2.0,,1.0,1.0,,4.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,4.0
,1.0,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,2.0,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,2.0,1.0,1.0,,,,2.0,1.0,,,,,,,,,,negmHffTWsRXc6oSf_upsA,1.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,2.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,2.0,,1.0,,,,,,3.0,,,,,2.0,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,1.0,3.0,1.0,,,1.0,,,1.0,1.0,,,1.0,
1.0,,6.0,3.0,1.0,,,,,6.0,,3.0,1.0,14.0,2.0,1.0,7.0,2.0,,,1.0,6.0,,1.0,3.0,2.0,,4.0,1.0,2.0,,,8.0,1.0,1.0,2.0,5.0,7.0,,1.0,,1.0,3.0,2.0,,13.0,4.0,9.0,8.0,7.0,,5.0,12.0,6.0,1.0,,1.0,18.0,,2.0,1.0,,,1.0,7.0,,2.0,2.0,HGLMe4y0y_VsBkDLdpfBLA,18.0,6.0,3.0,,2.0,1.0,4.0,5.0,2.0,6.0,,,,,2.0,,3.0,1.0,,,3.0,,,,3.0,1.0,,,1.0,,22.0,,14.0,,1.0,,,9.0,,,6.0,,2.0,,,,1.0,,3.0,3.0,2.0,6.0,,,,1.0,11.0,,,1.0,,10.0,,13.0,,,,,4.0,,,7.0,,,,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,5.0,1.0,,,2.0,9.0,,,1.0,4.0,9.0,,,1.0,8.0,,6.0
,,2.0,1.0,2.0,,,,2.0,2.0,,2.0,1.0,2.0,1.0,,4.0,1.0,5.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,,2.0,6.0,1.0,7.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,,2.0,3.0,3.0,,,4.0,3.0,4.0,1.0,3.0,,,2.0,,2.0,,3.0,n33Izvzk_z9_51H6NsQF-A,1.0,4.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,3.0,,,,2.0,3.0,3.0,1.0,1.0,,4.0,1.0,,,3.0,2.0,,1.0,3.0,,4.0,,4.0,1.0,1.0,1.0,,1.0,,2.0,4.0,,1.0,,,,,,6.0,6.0,,4.0,,,1.0,,6.0,1.0,,1.0,3.0,5.0,,,2.0,1.0,,,4.0,1.0,,2.0,1.0,,,2.0,,3.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,,,3.0,6.0,1.0,1.0,,2.0,2.0,2.0,1.0,,7.0,1.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTj5DcDtjulS_qZhUgCdVg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
,,1.0,2.0,,,,,,,,1.0,,,2.0,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,1.0,,,,,,,,3.0,,,,3.0,,,6.0,2.0,,,,1.0,,,,,,,1.0,,2.0,1.0,ZncHhvcg6lolKEeeNxHoqw,1.0,5.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,1.0,,,11.0,1.0,3.0,,,,,2.0,,,1.0,,2.0,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,
1.0,3.0,1.0,3.0,1.0,,,1.0,2.0,2.0,,,,2.0,4.0,1.0,1.0,7.0,2.0,1.0,2.0,,1.0,1.0,,1.0,1.0,2.0,2.0,,3.0,,1.0,,1.0,1.0,2.0,,,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,5.0,4.0,,1.0,1.0,1.0,,2.0,,,2.0,bx7yW7AECQV9yd0jJi6RUA,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,6.0,,,5.0,1.0,,3.0,,1.0,,,,2.0,1.0,,2.0,1.0,1.0,,,,,1.0,,,1.0,,,,1.0,1.0,,1.0,,,,,2.0,3.0,1.0,1.0,,1.0,4.0,,,,3.0,,,,4.0,4.0,,2.0,1.0,2.0,2.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,5.0,,2.0,,,3.0,,2.0,1.0,1.0,,,1.0,2.0,2.0,,1.0,1.0,
1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6iJLEBwnPUvhPXs-HtAhuA,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ikubvyZFO0kxhA56RETzIg,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,vAUw1HUj6nQZRTpPJrYDkQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gzSHAchCSdHrIRAfYwniwA,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,K6gPunsSg2dA2z1PqstJgg,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,75gUQWJM6KksjJW7aHPsBQ,,,,,2.0,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,4.0,,,,,,1.0,,,,,3.0
,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,2.0,,1.0,,,1.0,,,,,,1.0,1.0,,,,,,pbDYf-a1ZNbpk5B4AkyYuw,,,,1.0,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,1.0,,,1.0,1.0,2.0,,,,,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,,1.0,,,1.0,1.0,
,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,2.0,,1.0,,2.0,1.0,2.0,,,1.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,OHKHYMQoiGSRqim-USCadg,,,,,,,,,2.0,,1.0,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
,,1.0,,1.0,,,,,,,2.0,,,,,,,,,2.0,,,,,8.0,,2.0,,,,,1.0,,,,,,,3.0,,,3.0,,1.0,,,,,,,2.0,4.0,1.0,,,,1.0,1.0,,,,,,,,,,FrnVtJzAmr6pgzO0wRxJdA,,1.0,2.0,,,,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,2.0,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,5.0,2.0,,,,,,,1.0,,,,,3.0,,,,,,,1.0,,,1.0,,,,2.0,,1.0,,,,,,,,,,3.0,2.0,,,,,2.0,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,5M0QCGTkyTOoj52Hnf_DJA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2Y1qD1aTW5GywC9T6bNmoA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,1.0,,1.0,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,4.0,,2.0,1.0,,1.0,,2.0,,,,1.0,2.0,1.0,,,,,,1.0,,,,5.0,,5.0,,,,1.0,,,1.0,8.0,,,,4.0,,,,,,2.0,,BAe0ldMGmZrf7LHXAlD7IA,,,,,,,,1.0,,1.0,,,,,4.0,,,,,,,,,,1.0,,,,,,,2.0,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,,,,1.0,,4.0,,7.0,,,,,1.0,,,,1.0,,1.0,,,,,4.0,,1.0,1.0,,,,,1.0,,2.0,4.0,,,,1.0,,,,1.0,,,1.0,2.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gHnLa_Y6QuyBZiPQKolvIg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0
,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,N6HvXOmMjOzRY8eWwr3baw,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
,,5.0,3.0,,,,,,8.0,,3.0,1.0,6.0,4.0,3.0,3.0,4.0,1.0,1.0,10.0,7.0,,,,10.0,,1.0,,4.0,,,16.0,,4.0,,8.0,10.0,,,1.0,,6.0,1.0,1.0,11.0,,8.0,,14.0,,2.0,15.0,14.0,,,,6.0,2.0,4.0,1.0,,,3.0,6.0,,2.0,5.0,zOvZaiuzxUBzQE0Uecg-aw,11.0,6.0,8.0,,7.0,15.0,1.0,2.0,,5.0,4.0,,,,5.0,,3.0,,,,6.0,,,1.0,7.0,,,,2.0,,16.0,,23.0,,,1.0,1.0,7.0,,2.0,5.0,,6.0,,,,9.0,,3.0,8.0,3.0,9.0,,,,1.0,4.0,,,,1.0,4.0,,8.0,1.0,,,,7.0,,,14.0,2.0,,,6.0,,3.0,,4.0,1.0,,4.0,8.0,7.0,,,4.0,7.0,,,3.0,5.0,6.0,,,,7.0,,1.0
,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,_f5YHEXgDBBOBbRSKx33YA,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
,,,,,,,,,4.0,,1.0,2.0,2.0,,4.0,,,,,,2.0,,,,1.0,,,,,,,,1.0,,,,,,,1.0,1.0,,2.0,,1.0,,,,1.0,,,,1.0,,,,3.0,,,,,,,2.0,1.0,1.0,,N3zuaqGESF5iZsi_md9c1Q,2.0,2.0,,,,,,,,,1.0,2.0,,,,2.0,,3.0,2.0,1.0,,,,,,,,,7.0,,4.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,2.0,,,,1.0,,,,,,
,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,XP_dDdKynnK8J3kIei_heQ,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,Cml4Yt5cTx64cOManHe-Gw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
,,,,,1.0,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,1.0,,,,,,,,WPQQDhz_W398xk06AVLpbg,,,,1.0,,,,,,2.0,,,,1.0,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,1.0,,,,1.0,,,,1.0,,,2.0,,1.0,2.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,STxGlmGPf-qr0hKZwfFSOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1.0,,1.0,,1.0,,,1.0,,1.0,2.0,,2.0,,2.0,,1.0,,1.0,,1.0,,1.0,,1.0,2.0,,,,,1.0,,2.0,,,2.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,3.0,1.0,,,1.0,,3.0,1.0,1.0,,2.0,zhFA_KirfvfpagABC6bZ2Q,2.0,1.0,,,1.0,,,,,1.0,,,,,1.0,,2.0,,,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,1.0,1.0,2.0,,,5.0,1.0,3.0,,,1.0,3.0,,,,,,,,,1.0,,4.0,4.0,2.0,5.0,,2.0,1.0,1.0,1.0,4.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,9.0,,,,,,,1.0,,,1.0,1.0,2.0,
8.0,2.0,9.0,4.0,6.0,,,,,,,,,2.0,7.0,,,5.0,10.0,,12.0,,,1.0,,10.0,,,9.0,2.0,5.0,,1.0,,2.0,,1.0,,,3.0,,,1.0,,1.0,4.0,2.0,10.0,3.0,1.0,,4.0,7.0,2.0,,,,2.0,8.0,,4.0,,,1.0,,,2.0,3.0,nDZWoEznY5-oSCc2HvoMtA,,4.0,10.0,6.0,1.0,,5.0,2.0,2.0,2.0,,,,,9.0,,1.0,,,1.0,1.0,,,,7.0,5.0,,,,,3.0,,4.0,4.0,,,,4.0,,1.0,,,3.0,,,,,,,2.0,,9.0,,,,1.0,1.0,,,,,1.0,,2.0,,,,,4.0,,,3.0,6.0,,,7.0,5.0,4.0,3.0,,,1.0,4.0,7.0,,,,1.0,1.0,,,,,2.0,4.0,,,2.0,,4.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,sMjp-FVZ8a3ymXUTtiZ7pQ,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,h8m4WRcH4TgMFNFfAkfypg,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,1.0,,,,,
12.0,5.0,21.0,21.0,16.0,,,,,8.0,,7.0,,4.0,19.0,6.0,2.0,20.0,21.0,15.0,29.0,18.0,,3.0,,30.0,,,19.0,4.0,10.0,,11.0,,20.0,14.0,19.0,4.0,,5.0,,,5.0,2.0,18.0,20.0,14.0,24.0,29.0,10.0,,12.0,27.0,30.0,,,11.0,14.0,15.0,5.0,8.0,,1.0,13.0,5.0,,6.0,13.0,QFqtVX-lyZQgVHQrG-dhlg,21.0,23.0,25.0,13.0,6.0,11.0,21.0,21.0,3.0,4.0,6.0,2.0,,,20.0,,3.0,2.0,,,9.0,1.0,,,17.0,13.0,,,,,12.0,,19.0,8.0,,,3.0,14.0,,5.0,9.0,,17.0,,,,9.0,,5.0,15.0,2.0,21.0,,,,15.0,11.0,10.0,,,,12.0,1.0,14.0,,,,,11.0,,,13.0,12.0,,,15.0,15.0,9.0,23.0,2.0,1.0,9.0,17.0,21.0,17.0,1.0,1.0,2.0,14.0,,,4.0,13.0,9.0,27.0,1.0,,12.0,,17.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9LIReV5_aSq2CFbwr0BtjA,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,2.0,3.0,3.0,,,,,,,2.0,,,2.0,,,4.0,2.0,4.0,5.0,,,,,7.0,,,2.0,2.0,4.0,,,,,7.0,2.0,,,1.0,,,1.0,,2.0,,10.0,5.0,3.0,2.0,,4.0,1.0,3.0,,,1.0,,10.0,,1.0,,,5.0,,,2.0,,rsjrcxOIJm9VdkSNpkXZ9Q,,4.0,3.0,,1.0,,2.0,4.0,,,1.0,,,,2.0,,1.0,,,,,,,,3.0,4.0,,,,,1.0,1.0,,3.0,,,,1.0,,1.0,,,,,,,,,1.0,2.0,,3.0,,,,3.0,2.0,2.0,,,,1.0,,1.0,,,,,,,,2.0,2.0,,,7.0,1.0,,4.0,,,2.0,1.0,4.0,,,,2.0,2.0,,2.0,,2.0,,4.0,1.0,,,2.0,5.0
,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,PgeVUSx_NdcAqIH09z1fBg,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,FUJGBwxflIoKiCRK1AdTgA,,,,,1.0,,1.0,,1.0,1.0,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,1.0,,,,,,,,,1.0,1.0,,
,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WMBoW9JEY1P9SSyLxvjX5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qGHpCDLL3DFtAytDhn80Pg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0,9.0,3.0,,,,,,24.0,2.0,8.0,13.0,23.0,10.0,9.0,19.0,1.0,3.0,,11.0,35.0,,,13.0,12.0,,9.0,,3.0,1.0,1.0,35.0,2.0,10.0,,10.0,20.0,1.0,7.0,10.0,,9.0,21.0,5.0,28.0,,28.0,,23.0,,7.0,24.0,9.0,1.0,,,10.0,7.0,1.0,,,,5.0,23.0,5.0,,20.0,qFZ7ReYNpjHuvSxOqXqHMg,20.0,18.0,16.0,,10.0,6.0,1.0,2.0,,4.0,4.0,2.0,1.0,,4.0,4.0,7.0,,5.0,,10.0,1.0,,1.0,2.0,,,,15.0,,48.0,,34.0,,3.0,3.0,2.0,10.0,,10.0,10.0,,12.0,,1.0,,32.0,,5.0,9.0,16.0,6.0,,,1.0,1.0,6.0,,2.0,1.0,,5.0,,32.0,,,,,19.0,5.0,,17.0,4.0,,,5.0,,5.0,,29.0,18.0,,2.0,5.0,14.0,,1.0,7.0,14.0,5.0,,3.0,8.0,23.0,1.0,1.0,5.0,8.0,,4.0
,,3.0,5.0,,,,,,,,,,2.0,4.0,,1.0,3.0,3.0,,,,,,1.0,1.0,,1.0,,,,,,,1.0,4.0,3.0,1.0,,,1.0,,,,,,,,,,,3.0,1.0,1.0,,,1.0,,3.0,,1.0,1.0,,,,,,1.0,qOEhDcb9mgbvSl__PBkdxg,,1.0,1.0,,,,,3.0,,1.0,,,,,,,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,1.0,,,4.0,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,4.0,,,2.0,,1.0,1.0,,,,3.0,,,,,,1.0,,,,,,1.0,,,3.0,,
,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,6TkMA9QafYXEOfe7uvB9mA,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,2.0,,,,,
