label,photo_id,business_id,caption
food,NXLDYAOBdFIuRBByqURC0A,0a2O150ytxrDjDzXNfRWkA,
food,6lR6i0WIDEH2AZrpf9zYdw,XOSRcvtaKc_Q5H1SAzN20A,
food,1igSUdxWF8OBv0lXIgtqAw,QlJztL2aGEXgejgi5JM9Xg,
drink,kn8IwhHD2F-KY3LYeb96YQ,exysqt4RqxkF9I8Z2NEUsQ,Cucumber Mule
inside,2pm2C2woJrQbShZ80C8LKQ,gZ4VtOCDgK5jkPoE79RVEg,
drink,ahsZe7FkMVuMvA7QqmWb9w,0zoXYHq82haayMaV952jEQ,
food,VXT_sv81zdEfHZrPKeeabQ,Y_3wdqZUoi8qyW7ZugIQNw,
inside,T50qnSX1Kag6CM5mr7kWyQ,MZ4EEf4VtkeSJURIGgp2AQ,
food,cxxe6DZ5bzzD8INzgoRgKQ,fIcHJP6iJH15vIzV6JUROQ,
food,OFTSkcaZl0bNWHE-_65LXA,dEAk-gE-5Q95a7p91gNn8A,Vegas Freak (our fave cooked roll)
food,03_QCyuDqWx0ipPlpKyRFw,xmAakatNKpvIJ-Fmq5swCw,
food,aDPLbnYuRKWRQI5R8GSPBQ,yU_z2d0TnLBBFEEYMYhKJA,"Rich, Chocolate Molten Lava Cake"
food,532pFMWYrWTWcdZHfs2iaQ,hZagc0om4Q1wKXRy06Gmlw,
food,CZWcX7-1KJh8tG7q3bGfNg,NMQb_TvWEOGkaZDrNC03wA,Spicy fish
inside,XNhbqCl1sCALSDZOZMFlZw,6NDdfWunMCPWOnOxev2Nrw,
inside,RMxW6TUmhp0lCBf1mfmb6g,mQ99sdpy18CrVuUyB91scA,Intérieur
food,_sfwz8u0LcD4QTQj80LBng,l8VmpBM-uuAn3kEcjzIv2w,
inside,-Bl_eHNb8oBBf9WrPJXZpQ,uejutOD4_-IUaY5cKkpezg,The wine bar!
drink,EUC5RQszH7r41h7eBNIyfg,pHDLRIG2Xu1_1mkGAbyEmw,spinach and artichoke dip
outside,C8DyYQsDKNl4vBWWMOuaYg,lTXFSaZC8tkZujYxRG-Dcg,Outside
food,esO-PQRQC4k6wRDfdgs9GQ,eoHdUeQDNgQ6WYEnP2aiRw,Fried Oreo icecream
food,Y9A8zaUoWORKZAdjXJ9byw,CYWRPE-1IHPBb-zfFO6KRg,croquette
inside,4NMs9yiMeQDKIpnDHCKo7A,AT_xDv2Lm5K7VtER1fp-SA,
food,y_410NWPrwTtvKgwS5TlkQ,EjKhQFTQI7AYVfX2Uxcomw,Pikilia
inside,xKxYFL0fTgO30IuyHp-HrA,fzRxHv7XnnDqTmX25tVbJg,Big turn out
food,GnKF-1EgUY4z9ZMmL6yyqQ,Bpi7titszFYy7--vftq6Yg,
food,99WwFFneIJrMgfQJBIx35g,Oxz7xIKw2iJhxU-V_jpX7A,
food,InEyQvPVzt5xnI5824ImwQ,CoyeXg8FBsS_d20QzNIy-A,
food,n4JtzakYiXnroOeix-gSZA,aqONNC5onqX6EqHHUO1CJA,
food,e-RtibCX5hh4GkxjxTh49g,rcaPajgKOJC2vo_l3xa42A,
inside,g3IfaiyBnvqRybsigfRoEw,IUTU_8qM7M8j9A1TbmMjYA,Wine corner.
food,tz2GtcSx4oIO5T57J3rV0Q,UJ6X84uqTpMDWyc9aHYMpA,$10 Classic Burgers every Thursday-All day
food,yHLIIz_dY2vBTEQswUK1oQ,GlGHp9G9vx0Bg9xZlGexlQ,Breakfast casadilla with chipotle sauce
food,LQGSbHPoAF55jf5fy_3ifQ,XcOy_IMkPO9jGBox6mHT8w,Enchiladas
food,jxLNie6pJI8L1krLFLBJ_w,xF7jYxQouhX3OWNR8QRDkw,"Fish tacos served with rice. One breaded with chipotle sauce, the other unbreaded with guacamole."
food,mcSv2ttZAskxqc3HRCuA8w,_ONkRPvpIYdCuj9u6cIPeA,
food,VP1PgHA4V_UkQBHj48o7kg,Y1jrsVAWK1bFC_s1CJmICw,
inside,kBuZdZ2M5uKHYB-We4XPyQ,R4jhm7FFQw0i1GpO4JvS5g,
inside,_PItsHUri70WakTow19rSw,-OhQws_Si3YOYDfm6DilxA,
inside,AUdCIYqPDYzmer0WyMYJHg,L6-rMdUvJXGUzrNdhiNT6A,Inside the restaurant
inside,YZBqD-CbzXHBBMSPjvjU6w,ybHlmdUHLPKfv85bRK4Wtw,
food,fxjl9oMYaDZiSYbIoXuL6g,Rs1P2TXhuieeVQCsmInh8A,Beef Barbacoa Torta Ð Limited Time Only
food,l0jPz_5J3g2_zIP9zfP5Gg,Ev142kLmV_ASI9iAl-KfKA,"Sausage Mushroom Melt- A taste treat that will melt your heart!  A double portion of Italian sausage & mushrooms, topped with..."
inside,rCLTZ8Z3ltxrT6YRJVhkiQ,atLCqV8RGezSxgLzcM9HaQ,
inside,IDZjBvbcOSc6BuwWIBQ1Ig,Mpu8IzCGs805YBiwQ9IgFA,
food,Ql9fOdjtdso0wNOfLUpKLQ,_NEwKnIf1NQPc7KeYdj36A,
inside,s2fmmrveCinmviNYmBwtyw,FkJjpKjxTU0xuF4PIKyJVw,Lac Vien
food,PMz7p_GHfeFm_7qVw6nvig,UbL2j7VYnz8deaPUx4_Ljg,
drink,0D55PBkx0L2naI-VJy00VA,313pOZvjvoi6QI5oXgtRHA,Treat your orange juice to bottomless champagne!!
inside,mlLXcaGcLT4N-OtW5bFx_w,i7NqPkLgLEBApeoBsPNvyA,View of the dining area as I entered the restaurant
