likes,business_id,user_id,date,text
0,vE6xTmNIgpPKvojHbSR5ow,YiXRvEQ-YI7NugG6CPZS-g,2014-03-10,Ask for samples
0,7czyeIDxM2qrAm7N3UaLag,bhcbnD_ltIdq7hL-2qTonQ,2012-10-12,New favorite is toasted marshmallow yogurt. Yum!!!
0,EjqF2XztqwVL0ysbCbuZYA,iln2M2EWYEInE4eYXsarEQ,2015-08-07,"Great. Professional service, awesome cut. Would recommend!"
0,4tjKsIaBXCDUP9PL82Vu_A,5gOJkWlb9ZxXb03TC98tbg,2015-03-22,If you want to have the best massage therapist- ask for Lisa. She only works on the weekends! You won't be disappointed!
0,FaHADZARwnY4yvlvpnsfGA,g3DfIMyhToar9Nz1QBdS1A,2012-02-20,Bye vegas :(
0,ahSFUPojs9X3-1jP-QPb-w,lhPuskGXTRSjCwKOOOYeoA,2014-09-09,Review to follow
0,AhPmh0NaRDbEYyhd9egzLA,BeMrTqigcLyK6LnVj5pugw,2014-08-01,$5 pitcher happy hour! Cheers
1,YNDxeeRUARbd8GRnscJSvg,zgV0ZroIF956gw4cul8MHA,2013-09-06,"Amazing view of the airport...I love going day or night.
Their HH is awesome also."
0,Vu8Z-zbNT_InsKm4IrdeCg,0wHCDvbS_i4xDr62z8w18w,2017-11-12,Have the smash fries! Jalapeno baja burger is delicious and hot!
0,U57kGjM96gJHP3FZiCde5w,Kp5KHBSmV-Htc9NeSjJfPA,2018-03-25,"On some days, shows are at 4 pm!"
0,VyVIneSU7XAWgMBllI6LnQ,2x5bfp8iWoItnqT-_yMigg,2012-03-15,Meat is  tender. BBQ sauce is sweet & delicious. Corn bread was moist and sweet. Service was amazing! The meat was a little too fatty : /
0,uw-4od3ibuYgNeBwooyhtw,io5tNAVgWe6ZC0yfKjj0Ng,2013-08-26,Tortillas are delicious and made fresh right in front of you!
0,dZB5VuI4mCVRz8qQUwUgCg,zx_13oBZhAfSKKqezQzSBQ,2016-02-19,Try the krazy burrito you will not regret !!
0,xVP6vpI-LGJ4Y61gIb4LQA,Fi_YpbhcDmKz7tIfYFzZPw,2010-07-29,Good cheap lunch specials
0,zrMGL9riavdJR4olXaACOQ,g_GhhHtMofLnlokoScupBQ,2011-07-24,Cosmic birthday fun!
0,5D3cAYturwbEqnj52b1Tmw,JogRlfh-JFUmT2ySoWuPhg,2012-05-22,Shot an a beer
0,2g_auUWw7c3c2CUTgVqI8Q,Mxw5FCfuqgZmMtuqK9Uc_A,2017-05-26,Order the chicken wings as well!
0,TkEMlu88OZn9TKZyeY9CJg,w8vMIqOAKIDgtaAMBQULUw,2013-12-22,Lobster bisque.... A must!
0,zm3w7U26kDxREFDSLJRBgQ,BOXmNc9VykHjj4bYZ4z2hQ,2013-01-18,Large gyros with superior quality. Know that you can order your gyro Cajun style. It's not on the menu but its good.
0,0XEqyl_lVaJNHRKxNcjJZg,vWUj8ed8ojO8CctKP-mwxQ,2011-07-12,"Thanks, Groupon! What's up with the closed at 3pm?"
0,RwMLuOkImBIqqYj4SSKSPg,CBRLYbUM_t6YQte7LUaRwQ,2016-09-27,Good tacos.
0,z6-reuC5BYf_Rth9gMBfgQ,dYEHTYJeDJ4v8AUiExaVsw,2016-12-10,"This restaurant was featured on an episode of Diners, Drive-Ins, and Dives titled Traditional Gone Wild, which aired on May 13, 2013."
0,jJDnxINrCKstFyeH3F8Cfw,OpE076oZ282V7zwlA92UmA,2011-11-14,This place is a bunch of morons. Takes 2 and a half hours to drop a new battery in for warranty. They confirmed it was dead and then it took 2 1/2 hours. Go somewhere else for warranty work.
0,4PqqRa7o_eNydKdGWYdIog,bThhKziTzm5eoQE24dgSpQ,2016-02-28,Fantastic quality of food. Horchata is amazing as well as the fresh smoked meats.
0,pRmb8_tAP5y4YPt_viL07g,VSdiHsbzrVgZz-N14H4kqQ,2011-07-28,"My attempt at a vegan diet, wish me luck!"
0,C2BR0TjNacoNzItPLUHTAA,EfGC2QTeePSn3-NhObhRcg,2014-07-31,"Awesome fish plates, fish tacos and salads!"
0,eoHdUeQDNgQ6WYEnP2aiRw,JVMz29hSNkadhcW5Xlgc3g,2011-01-05,Oreo frozen hot chocolate! :)
0,DgZ-pZUo3drzpiCDlDr9IQ,zkxFbmXbVxGHy4iGypI8nA,2015-07-09,Awesome pho! Great service too.
0,Fsc3vd7WeKmuJUQPmvv_6A,Sq5iIgS-wH5GBUTG8glsvw,2011-04-02,"Chicken cooked well to perfection, but the spicy sauce is a tad bit salty."
0,WYxOAOMIBcnqf8QHfqaAIg,bwyDqjSZib7L8IhnCxIvyw,2011-12-08,Cheeesy sampler
0,jlMmivEPoYhIxxIqkb1SAg,hbE0m68uk8iKUs8L9aejtg,2015-06-15,Awesome burger.
0,owLXnEhlMLsFpemYoOxNkg,zoSeGxOF9XS24vRDVjLgHA,2013-11-19,it seriously is las vegas' best kept secret!!!
0,fjvBTHjluJ_mo9BeHcHoBw,HALjctEjCiH2utrYAT6XGg,2012-06-26,Whit Peach Sangria.  Nough said.
0,VRC7J-ahI4em9ddhihxq5w,8Aj0YKThtXkSuauONIzYfQ,2011-02-14,Hidden gem in a dodgy part of town!
0,wUKzaS1MHg94RGM6z8u9mw,BBv8OzOwgIMOpnVoFN6u3w,2017-10-23,Great service and awesome place for brunch!
0,xTlmLL2xZZ0xhZ2J16zXQQ,zSNmwbzvHnIKKC68oszJNw,2012-06-23,3 shots espresso is standard in their small americano. Zipppppppy
0,hIUKufhwR6Ifn7bi0-phLA,syA7uYoDjohc7gWBWaEZmw,2011-09-23,Chocolate croissants not ready until 830
0,fTlSJ-oz87jJjQOf49TzcA,RJVpaFHx3MwynTM8TNjz0A,2011-12-18,Promo: $250 gift card if you spend $1000 on your in store credit card. I think it ends Xmas.
0,-Ylpy3VyRWwubf9dysuwjQ,a48HhwcmjFLApZhiax41IA,2012-08-06,Chicken piccata. It's all about the freaking CHICKEN PICCATA!!!'n
0,UYh1N1xQhOh-a7nX92xPzQ,Ovmw7wC78-PD8BUDS3xM5Q,2013-02-01,"Happy hour from 9pm to close!!!!
Can't miss that! 
Enjoy the Aperol Spritz while here"
0,KkfpfcN6Db3HToe9tysyTA,JesJ-LaNfr3pKhL7gWhDrw,2018-06-15,If you can deadlift over 2 plates come you won't be allowed to do that here without being told you're disturbing everyone and being too loud
0,czx3G3V_f-4ZDg9YKJ0YQA,P78ReKnTlf5QmG5TEta5LQ,2014-06-15,"Wear cool clothing, it gets warm with all the hot tables."
0,64dfRmMmUsOdLnkBOtzp4w,PWCqRn4FJlomJmYaVNiNtw,2010-08-22,"Must try the Chicharones de queso, carne asada torta, guacamole is amazing, and try to get a few of the street tacos. Amazing!"
0,1iL0ZmCINct2yORMvM1e0A,Em4z6GHkEPNpEG1HlHnoVw,2016-08-12,Everything was to perfection.  Good service and a wide variety.  Loved the Gyro
0,hf8WoI724TuDeAtH80bgPg,WY7a_dVGfwd3bsndor-stw,2018-02-10,Great!!
0,HTaA1mo9cB1dXMwfJC6yKg,0ygWZ_gXF8qTm0bY95JJqA,2013-04-28,"Huge covered patio has fans, misters and heaters and sun screens, as well as 11 TVs.  Nice!!"
0,vOMDU31gdylrzBhAKC9QbA,fSxFCEa2jfL_ln5hazvGSA,2016-04-27,The food is very delicious .....got 2 try......
0,0W4lkclzZThpx3V65bVgig,GHoG4X4FY8D8L563zzPX5w,2016-03-29,Sit at the counter for semi-faster service
0,0fyxLMASE5bfYAgW6MYM_g,wWIwGPQs0P7Xtx_5Zp5cag,2012-05-19,Not happy to be checking in here...
0,_w5hBpkjHs5_Hv3pLeHtIw,3Y9-vbJgdU1Ie2h0v4kqsQ,2013-07-27,Paella takes 40 min to prep
0,HEOhtDZgK0CFhwR9shDU_g,6zhNCfVLH6Z_3CkVcTYbDw,2014-09-28,Love this place!
0,5Yc1owD5Unq7Ko8H-ZAdYg,yJVM1Io2nS2g0S4geq1YCA,2017-11-13,Went here for date night and had a good time
0,RwMLuOkImBIqqYj4SSKSPg,0HYfoeUZsBPH26P7RzOOrg,2018-01-11,?????????????????????????????????????????????????????????????????50?
0,WBt2pa7k_K2LKW2OJuXG9Q,UwtKWnVGrqzA7FZ4kAKxVQ,2013-10-11,Picking up salads for lunch!
0,MM8n7SPaIuMlDGbUM5SZhA,KCPVGBNC8PbTtho0pMqpuw,2011-09-05,Larry Crown
0,tI7dXg2UboJozj28v7sjLw,UQBKef2Hqh6gea83UWM5iw,2012-12-30,"Great food!  Butter burger, yum!"
0,PrWHqgeH3fVLimrit6jIiA,JLdxmsngE7cjrwNT7zqgyQ,2013-06-19,Beautiful!
0,fESWauuPJLXhsQ_j8HNh2A,scRQY6a-CRcNX80zBswYIg,2016-08-08,No need to contact me; I will not support a business that practices misogyny.
0,mnwRtuVQEsIUomBchu0gwg,qzRHQKy7MVYO8-fWQU81dA,2013-08-01,"Beer, hummus, beer, bacon cheeseburger and orange blossom beer for dessert."
0,_t8B7bb-Q7kmn50kvGEKzw,WRy8ER85VYaSjcjXDHew_g,2015-10-26,We had a great meal for my husband's birthday! Always good food!
0,FogTa-wmjhVnJCoTiaxvZA,1bZYpwOmG1Qf1qDg-1QK5w,2018-04-30,"Always great atmosphere, excellent vibe and food is consistently delicious  can't beat the $20 wine and board special. Every Monday and Tuesday 8pm to close"
0,Ac7C2H4E363qVQEHpONLLw,cXKf_ERmUMlAco5DDauDhQ,2011-12-10,Holiday party with Marcus!
0,KFZyLyTFypSIpCqeUp9dQg,bd5PF6hOz1qMyKhPS1GWzw,2012-01-25,Argh not open for a donation
0,fQ_9VTeGiMdGtMTTWQCAqg,rRGDy3Z8kkU8dvn79GeIfw,2017-04-30,If they have the 1/4# hot dogs try one.
0,mBeZ3dQzUPV60Oa26k3qHw,5Iyg64YiijsX6qL1lcsmMA,2013-06-13,"Clean, fast service."
0,3f0-EXRF0oy6NDsFh9TJKA,zIsiSoYaeHNsVza0VKmAWw,2016-07-01,Wifi pw is granada
0,biSsdqExmdvIKiFuowOadg,4IxVo5Cp3TyyyvH8wOT9yA,2014-12-05,One of the best steak dinners I've ever had and it was at an Asian restaurant!!!
0,KNbby8RsGgDnDTKPlgpLPA,JmBBekUYR37XFibjMvxelQ,2018-03-04,"Great work, fast, fairly priced, will hire again"
0,oDPE_KW9EY-q0Np0XrtikA,OOflEjgmh5_rrbvOeJzStA,2011-04-01,Margarita yogurt surprisingly sour
0,fl-K_oLD_I5J6h-gLL7FkQ,w57MqDMwiQREq_malz6wEA,2015-05-24,This place takes forever to bring out your food I will never go here again !
0,ThZdaQiCbu8mL8rbLNyrgA,jcURiDqCLY7AOqo8KClJnQ,2013-07-01,Must try their chai tea. It's sooo good!
0,BLIJ-p5wYuAhw6Pp6mh6mw,Lwgmq_vq9IvlqvHgSK014A,2015-02-04,"Nice place to stay... central location adds to convenience.  This place has slots that you can win with, shops galore & restaurant options beyond measure!!!"
0,PQWE8a6Opjiuzt7DaX2R6Q,P2sQVHyHmy4WA0I7NI5hWg,2009-08-31,"Happy Hour every Day from 4p-7p, And 10p-12a. $3 drafts, $4 margaritas, $3 Wells, 1/2 off appetizers"
0,KS_d3F_eIA6iTo6Wtj2O_w,ahXJ4DktihtIc7emzuyK7g,2010-08-20,Double pork poutine makes the pain go away.
0,6pQ1DpZo6zygNc3qTch-iA,Olo_x4fV1sFBtlj6COf9Wg,2015-09-04,"If you have an espresso machine at home - load it with Press Coffee's ""Twitch' beans!"
0,aXhkmc7saOzM_eeRg8bkVA,G_bJdUPCnL1x6dvRhyHNyw,2012-10-17,Do whatever you need to do on the weekdays because Saturday they are close .
0,PbTh7aX0_yyaXFOXAlhI4A,ucj0RT3ZsWHFXQssLq-wmQ,2012-04-15,A little afternoon sunshine and boxty
0,OgJ0KxwJcJ9R5bUK0ixCbg,VdxACLNbxDTyQomKINRQGQ,2011-09-05,Ask for Ron!
0,fPAEwObahvI01QBFv0-rbQ,kx3zBcROTxRXUnBje-J0Pg,2017-09-24,Healthier alternative to all the other stuff around
0,ccGIAOl08zHt2lcn_UxPfw,SAWkTZbP79ildfrDsiqUrQ,2014-08-07,I love the indoor track. Just be mindful of the direction change.
0,v33d7h_Zw_I9ZSxvPdqtkw,3nDUQBjKyVor5wV0reJChg,2012-10-13,Happy Sabbath!
0,ZBrPiysQdu-Yi1gqWGzcmw,ZUNsouWN1lqy6nfTS7ZEIA,2011-01-15,Seeing Cher!!!!! Its going to be awesome.
0,QsJ6orXv_VB7xz-MpqHzSQ,VQMAd2gqP6SdyOAdj-5caQ,2013-09-18,Great study spot! Bottomless coffee!
0,GbcFCQp9VmgMaW_jaMAq_Q,Oqm0GVJX6StCw_BXqSnz3Q,2014-03-21,"This was very disappointing. Our waitress was sweet, but the food was sub par, the table/plates/windows were dirty, the wine was skunked and the gnats flying around were disgusting. Here's my tip: go elsewhere"
0,TfabYPasZ1oOMN6JLa-yvw,0fcUdJHQvSYux8zY74cgsA,2014-04-22,chicken tikka is very good
0,OEBTj2-_MhBfbtxF3TSPdA,-VZi4z7LeZD2O83wPrt3UQ,2015-09-07,"Die diesjährigen Erntefeste sind am 
26. & 27.09.2015 (Elstar, Cox Orange & Holsteiner Cox) und am 17. & 18.10.2015 (Jonagold, Roter Boskoop, Gloster und Red Jonaprince)!"
0,Zy4LFHllPMPdsKGumiH1-g,OlTgUMkFgTknItfqWqfxfw,2013-01-19,quick take out!
1,YVd2yYNjpiFg2s4ToMRmPA,9UfZhqfDptllFTKgHAhMYQ,2016-09-29,Their pumpkin roll with pecans is disgustingly good! Every bite is heaven.
0,JAaABhG2j_bJuVjfFIZWFw,pxzs-Dy2hXTis-PuNCV37Q,2014-04-18,They now have an alcohol aisle. is it to early in the morning to mention alcohol? Lol
0,GIhzzb9tjqLCYdNP_k3-dQ,O-s2Rm5dd1RrcfKDeyNxpg,2012-03-14,Several butterflies ... worth the extra cost! So pretty!
0,UcwWt3BmRUGgZ2-T55J9MA,lo5M9BR308nsj-V6SU2Tog,2017-10-23,It's always best to call and make an appointment but even if you walk in they work hard to accommodate you! Very friendly environment!
0,MvVCSyFIpmKKV8URk0HWIQ,p5YPNFCBcIvRdzgqCnYxFQ,2016-09-05,Asked for a Fresco taco and got a regular taco...
0,HoKXKkW8oC9q8XnjKLulRw,g2hQYumU1nGsneneavMA1g,2011-12-29,Celebrating Christine's birthday!
0,UQOB6eHrMeXQlx1sSKoPGg,WRiS2BiHblDHN-9SQlR_BA,2013-03-04,Thunderbird graduation ceremony
0,iddR-Z7pwpp90Cu8SFJ3QA,Lj9aWW34ZpdbQ9BpEbkGcw,2018-04-04,"Pay with cash, get 10% off."
0,L_qJXH3qw34SCKDvBVSpgA,HK-TlD0yVA_tpTXZxfzu2w,2014-03-14,You don't have to have an appointment but should!   Wait can be long
0,GRWIABHedj1m8DDoAuTIMg,P15wklW4dVsfh5S_nYj3oA,2016-10-10,This place is a RIPOFF that's all I can say. DONT GO HERE REGARDLESS IF YOU HAVE A BUZZ OR NOT THEY WILL TAKE ADVANTAGE OF YOU!!! They will charge you for the preliminary $20 short lap dance even if they don't do nothing for you or not. There's no such thing as charge you $20 first then all the way for $100 later on. This is a place if you want to waste your money.
0,zazLy5wo73tr5y9Oxjx36g,8Z59a7ncLkG-UeHAngmzxQ,2013-11-08,"The fried macaroni wedges are the bomb! Nachos, well everything tastes great!"
0,kpLt4l5J5kbMD4oxQLC2aA,Y3E2-eNu9_QibkLeEfHrMA,2017-09-23,"One of my favorite thai places around town, consistent."
0,F9tePBgROEAcd8xZqTZUfg,rGd8YUtvhSdMm8-9cMdQ4Q,2018-04-01,First location in Toronto and Ontario!
0,7uJ9hTBllj6pB3CBlFV97g,AtpcZlAA9FjZLm9QbBHKLA,2017-12-11,Over priced. Food not great
0,nLmoLDUg8_CfiEuTgnMc-g,bgmVgGxKqhWei48Iq71O9A,2012-02-12,It's going down! First time on this ride
0,RhcWq78faX-jmmKwVE35ow,Q3OzJrINnuSc0mQAuLKL8g,2012-05-01,LaSeans fav.......
0,rtT7RqERpHbRYOiTIgGszQ,--F69eR3LsY-6Wl_YlOGWw,2011-12-28,breakfast timmmeee! put some hot sauce in my burrito baby! lol
0,wBoyf4Rd5l6kEsSNgeqO2A,VsItH7Nkj-ny7HwccSElgQ,2010-05-22,"Seeing ""Bear Nation"" movie as part of the InsideOut filmfest"
0,fSYdQCfFF5zsOapeUcY25A,EE7d9A8VWiODMWItEpxGpw,2017-06-07,Outside seating
0,IsCbJlfTsZQv6fFSEbzHVQ,ypIeFh6gHAoh7pxz4gEHxg,2014-11-04,Combo 4 and the burgers are great!
0,GdPWJo3z4ySEXpF7Wkn3FA,FZyJ_RTiZgmsX45GAkHIbA,2016-12-23,Best Indian food in Arizona by far
0,DxgSVufr_6y_Rc63CC17Zg,GqHNg3jYgWys-yqhkm3vrQ,2011-08-06,Shopping
0,YhCAJ8acd1X7GkCHPhD8Xw,kqB5gV6WQTDWR_bZICUgrw,2014-03-01,Very tasty and price is reasonable.
0,IZNhxNgoIQL4tt0Ync8g4Q,jboF7bnLXKCe2d9U5Sz6qw,2017-06-30,Love this place! Great first date place. Lots of great games. Food is delicious.
0,ugLqbAvBdRDc-gS4hpslXw,OpQsrbLYe6xh90nXPEdnpw,2014-01-15,This is the best sushi restaurant I have ever been to and I love the wet dream roll the most. Spicy seafood salad is amazing too.
0,txodFNzGjXaHQsQQU70Jjw,-01kVTKImAOZTyAGAn-YZg,2015-01-03,Go here for the experience of staff being rude to you and overpaying for everything. Night. Mare.
0,GkRF8rSvh9cOQuuPeDh9bg,2Qc7AAk2xQhxKrD7cJ3kxg,2013-05-07,Great bento box lunch special! $8.95
2,S1AxUjs0ekYsy-K8v2o3mA,ZcFB7xOpJufgX9hHPFh9mQ,2014-07-13,Make sure you check your gravy before you leave. They added water to mine & tried to pass that off as gravy. Sooo nasty! Ruined my whole meal.
0,D4xv7_wwYpZEZar4DwwYYQ,3cqzjHlvGqTtCQZOCujk2A,2018-03-23,Great burger and fries.
0,bRR4gsjHv0F_RnRGjQBqlg,0qG3zyNmEbWFdq9DKdJvGw,2013-07-07,Swirling it in this hot night.
1,UCpUOtvqR-NBWBNVMzJleA,DVyEHrFu1i5GXxv8edUWRg,2012-02-15,Hookah & margaritas
