stars,useful,date,review_id,business_id,cool,text,user_id,funny
5,0,2017-09-03,HzdVjkgYxYod3naGyLjaHA,svT1TdTgTd4k4-utMCQU8w,0,"Just enjoyed this wonderful find last night with friends! Already looking forward to going back! Great drinks, from what I can remember =  P. Really good food and menu choices! Good service and fun atmosphere!",virSrEr43MblxPa39yOspQ,0
5,0,2015-02-13,zGKxrBmMp2h7BRWLLEcfLQ,vExvdgUbU377-Fry2uuv_w,0,"A great little escape in the King West neighbourhood, the Banknote serves standard but delicious pub food. The main reason I keep coming back is the service. I will just sum it up to say every single employee I've encountered there has provided my friends and I with friendly and attentive service, especially Meghan, who goes out of her way to ensure we are taken care of. 

My go-to is the Antipasto plate but the menu is broad and there is something for everyone!",NBd76PeRkAh149veQ_b63Q,0
4,0,2013-04-22,a38AK_grxZYR9D7mnT-Q_w,gBfPyzPRmeOaj3SdcIj0Rw,0,"This is a review only for their Happy Hour.  Taking in consideration Vegas prices, this place is a steal if you go during Happy Hour.  I suggest only ordering the rolls because i ordered the sashimi albacore and it was literally 2 tiny pieces. My friend ordered the calamari and it was not enough to share.  The rolls run $5-6 and the drinks (including beer and champagne) were also around $5 a pop. The dessert is around $3 and it was a decent size.   We had great service also.",xxB5F6TJ4J1MlNufCdqz2Q,0
1,0,2014-12-21,_CEsGuKjxA5vIZXncnvqBQ,kblFxfo_xnMUZF0U0aGXQw,0,"I took my daughter there for her 14th birthday on 12/17 and it was the worst service I have had in a long time. The waitress brought my food first and then my daughters sushi. If she was a good waitress she should have waited to put in my order so both orders came to the table together. It was 15 minutes before the ""Birthday Girl"" received her dinner. The sad part about this whole ordeal was she ""chose"" this restaurant for her birthday dinner. We were both so upset that we wanted to leave and  not tip the waitress. Unless the owners hire or train the waitresses better, we won't be back or refer this restaurant again. I see several bad reviews regarding service from months ago and yet here we are with terrible service. Doesn't say much about the owners or management. They really need to read all the reviews!!",Wj9QJwYRfEEA5_quiVp6uA,0
4,2,2014-02-26,gJgWPWeH_gdQp08oq6VjEA,So132GP_uy3XbGs0KNyzyw,0,"Live music till 10pm on week days.
Good service. Antipasto was very good, nice selection of meat/cheeses. Sautéed mushrooms appetizer is worth passing on. Had veal and chicken francaise and both were tender but sauce was very heavy vs brothy,lemony, buttery it should be.  Theirs was more like the consistency of a hollandaise sauce.
Good dessert.
Overall good, I just live across town and came after a Rebel game cuz it was close to T&M. Would I travel across town? No, would I stop by if I was within 10 minute drive-yes.",huXqrSaGyNO1aZKiM55EUg,0
5,1,2015-10-27,65tzP__xOWQKVdmGlIeOUg,ygaOvp0PLBYaYeN9cZAlGg,2,"Oh yeah that's what I'm talking about.  Delicious and, importantly on Spring Mountain, CLEAN restaurant.  

Had the pho and it was delicious.  Meat might have been a little overcooked but I also may have left it in the broth too long.  They gave me a ton of meat too - kind of ridiculous.  When I thought I had finished all the meat I discovered this huge amount at the bottom of the brother.  Will have to try the oxtail pho next time.

Also tried the bbq beef - delicious too.  They serve it with all the fixins to make your own spring rolls.  

I really like this place.  Automatically my favorite pho place in town.",-Ox7QPz0G56GOzT0ex-f5Q,0
2,1,2016-12-15,4AMZekmz7yM2ozGlBc5o3w,JZ4ZRdRSllhuAt94tFCH8w,0,"This place is the most confused Italian restaurant I've ever been to. The staff is phenomenal and I believe the reason is because they are working damn hard for that tip because the food isn't going to provide them with any joy. This place is extremely expensive and desperately wants to be some kind of upscale restaurant, but it is so very confused. The wings are awful and they don't serve ANY kind of sauce. Which, ok, fine. They're nice enough to walk around with samples, but the problem is, the food isn't good. It's supposed to be ""high-class"" but it has framed sports pictures, women in bikinis and obnoxiously loud lettering all over the place at random. What a strange mix, considering the rest of the restaurant is playing soothing music, with nice table spreads, and waiters who really cater to your needs like an upscale restaurant does. This place is clearly going through a weird teenage stage where they haven't figured out what they're going to be yet, and it is quite noticeable! The menu is so tiny there's really nothing to eat that looks good. The food is awful and not worth the money! Stop by and give those poor waiters some money, but if you want some good food with actual options, I suggest you go somewhere else. I'll give it 2 stars for trying.",vA1jGLAmaf3oUN_pkx3Tmg,1
5,5,2013-10-16,5o_KwH89UNN8Z82VFeSVkA,SGpCV9O5teB-we8XNNlGHQ,2,"Exceptional coffee beverages....lattes done just right. No wonder there's a massive queue (no worries, it moves fast). Also, they've got ample indoor seating and a patio too. 

I noticed garcon carrying a tray of fresh-baked croissants; I regret not ordering one--they looked pro. Ditto the mini donuts at the front counter, one of which was maple bacon (!)...why oh why didn't I buy one?

Food regret. Is there anything worse? ;)",Kt-dsblXQnsUv3GjA_DFvg,2
5,0,2016-01-29,HzCypweK-gyfArn4-OP3dw,g7OEfTHYGVnhT6Ld-2-4Eg,0,"David was quick to come and re-key some locks after a recent move in. Very friendly, had an eye for details and even made sure my other locks were in perfect working order. Would recommend him to anyone!",yH9cs-L78jeWiCH9uVIKeA,0
4,0,2016-09-19,Nzz2izHX0OH4ZqkmZZ5HBg,sMzNLdhJZGzYirIWt-fMAg,0,"Having three different levels to their business is amazing! My boyfriend and I have been on all three levels. Sienna Is on the rooftop and is absolutely beautiful. Great selection of beer and great atmosphere. Only issue is the service, if you do not go to the bar, I have noticed it takes a while to get service at a table.",BHyCKAAMqXfxpSB4Z9QtAw,0
3,0,2014-12-18,PkYK2kWDytKPlXpFUyBiDg,yAWSOUNFcfobOT_FRg_7Gg,0,Food and atmosphere are great.  My problem is this.... Out of the last three times I've gone there and asked to be seated at a booth ( after being asked if I had a reservation which I didn't) I was told they were all reserved but I could sit at the bar.  Each time I sit at the bar and enjoy my meal for over an hour whilst I am in an otherwise empty restaurant full of multiple empty booths. Who are these reserved for?  The one time I did make a reservation and arrived at the appointed time I was told there was an hour wait for a booth....while in view of four or five empty ones. When I complained I was immediately seated...... At the bar.    What is the managerial strategy here? Are they short staffed? Are they steering tipping customers to the bar tender/ server? Are there imaginary customers only they can see?   Weird.,WFCbJtjiHSPopCb8_jqnsw,0
4,1,2013-03-21,tr9aOdvWcmpGSkp65wyUXQ,Ja4stXdNYr39u5CZHMNtjw,0,"If you're going to a Giants spring training game you must go here first! Their happy hour is second to none.  We were there on a Tuesday and they had $2 tecate, $1.50 shredded beef tacos and half price appetizers.  They bring you free chips with 2 different types of salsa.  We left there with full bellies and spending $30 (which included a very generous tip).",jgPOl8penY4km_zdEYRAhg,0
5,3,2017-10-22,JzAKQbQ5f-X_0AaprzWUQQ,Z7UryKxT7drcxbDjPSn4hA,3,"Beautiful park within the city and has great hiking trails. Also a great dog park.  We saw tons of people out hiking, walking dogs, and biking too.  So lucky to have this in the city - feels like you're out in the country while you're walking through- gorgeous park on a gorgeous day.",hjk--8VuDX3479_atPJQ1g,1
2,0,2016-03-06,qv6aIeWFkyiwShm5y7cLAA,FAK6fSWhve0YFNgUv5lfKw,0,Came here to watch the fight.  Very busy but decent service even though it's packed. Drinks taste watered down a bit so you gotta ask for the vodka and the juice seperately. Also theres free popcorn which is always a plus.,h1UcaSPIPpQqMiWf12Csqw,0
1,0,2016-03-08,COnseyDKPV1-2JzVexczfA,99kGGQoig4YaRi-52VtqMA,0,"What do I crave on hot days?! A smoothie, of course! 

When I entered, the guy working the front did not even acknowledge my existence and was too busy talking on the phone. After waiting for about five minutes, he finally got off. He did not apologize for the wait at all while taking my order. He did not greet me or say anything or prompt me to even take my order. He kind of just stared at me... Awkward.

I waited approximately 25 minutes for two smoothies. There were three people working on smoothies, alone. Food was coming out quicker... I watched two customers who ordered behind me (one with a smaller order and one with a larger order) get their drinks like five minutes before me. NOT COOL. Also, I'm pretty sure I saw one of the workers grab something small (nuts?) with his bare hands to put into someone's smoothie. Gross. Please use tongs or a scoop... 

We'll... What can I say, overall? I love their smoothies, but their service is definitely hit or miss. Today has been the worst service I have ever received from this establishment. There has been times where I've been in and out within five minutes with amazing customer service. I guess it depends on who's working and if it's a lucky day. I'm going to try to avoid going here, but the location is really convenient.",LgWN3CvG6VhhbxyWNRMAKA,3
3,0,2008-12-16,PT63LATTjWyhOakaXuAYMA,YhCAJ8acd1X7GkCHPhD8Xw,0,"Unless you REALLY have to have a milkshake with your burger, I suggest you go to the Burger Bar.

It's not like the burgers here aren't good.  They're ok, I suppose.  The choices are limited and so are the 'toppings'.  Service is ok but could be improved.  My husband liked it a lot more than I did 'coz we came here TWICE but it's just a burger to me.  Nothing out of the ordinary nor gourmet about it.  

I miss Burger Bar!!",35swCvsvOPxkvJfm5WlWRg,0
4,1,2016-11-21,X5c-uB48lPAn0YdC7Or4XA,NvKNe9DnQavC9GstglcBJQ,0,"4 stars for the ENORMOUS portions. I am so glad the waiter warned us about the portions prior to ordering because they are seriously massive, which was great for sharing and for the price. The dishes aren't too expensive less than $20 for a dish in Vegas. Grand Lux is located inside the Venetian and it reminded me a lot like Cheesecake Factory. 

Some of my friends and I came in on a Saturday for lunch and there was no line. The ambiance is very ~dark and sultry~ seriously a replica of Cheesecake Factory's ambiance. They have a variety of pastas, burgers, pizzas. We had their pepperoni, sausage, and mushroom pizza which was pretty big for $13 the pepperoni was a bit salty, but I thought it was really delicious. We also had their chicken marinara pasta with mozzarella super yummy after a night of drinking. They also have free bread which is great for a starter. 

The customer service was great. They're very quick and helpful. I'd definitely come back when I'm in town and we're in need for something carby with large portions. :D",k-xobljrYZHlvAGxrxbd9w,1
5,0,2016-07-23,o28FqqYN_2e-uTnmT4m4_w,OjApDLQUPV8c_yPCg8xZog,0,"just visited Pot Liquor for the first and it was outstanding.  

We were first warmly greeted by the asst mgr, Michael Strawberry, who gave us a great overview of the happy hour, the menu, and introduced us to our server Dana.  You could just tell she loved her job by her positive attitude and service.

food quality was outstanding, service was outstanding, happy hour selection and prices outstanding, and the atmosphere was outstanding .  

Michael returned to ensure our food, service, and evening was enjoyable and you could tell he was sincere when he asked!!

We will make a return trip soon with friends!",pNL0OgJV9hI3tveuoEbQGw,0
5,0,2013-04-01,DSJoDry0Q8qKU-thQszILQ,nWW6fBfBljiRFa4sG7TyxA,0,"As soon as my party was seated, we were well taken care of.  We never had empty glasses.  The waitress had really good recommendations and I ended up trying and loving foods that I would not have generally ordered.  The liver pate in the meat appetizer was really good, and I generally have an extremely negative attitude about liver.  My friends and I order 4 dishes and shared them.  I tried duck confit, and pork belly for the first time.  Plus we order tried and true favorites like steak and pork loin.  My absolute favorite dish was the duck confit.  At the end of the meal the owner/chef came out and answered some of our questions.  He was very talented and I could appreciate his love for what he is doing.  The food is all locally raised and grown and the prices are right on.  I highly recommend the Black Pig!",WkUPBBxh9JqmlDgUwMN_Vg,0
4,0,2013-03-09,9gxqnj5UNFVlV9_n6lSD4w,tWjfgVtTD5n01Cq9dFWGsA,0,"Been here a few times in the last couple weeks for lunches , great . Very cool atmosphere ....... Need to try the evening menu. Well worth givin it a try",lbszcXsTWWoSgSQdcXG7Eg,0
4,1,2008-12-09,xgv7UXdUHARsvf4W8Ilo4w,sAUON3Hi17rd4NnKOf8qtg,0,"I've been going to Upper Deck for years and it is a great place to watch college football, college basketball and NFL.  If you are rooting for anyone in NFC East other than the Eagles prepare for some heckling as this is a Eagles bar on Sundays.  Decent food, good beer selection and the waitresses are solid.  There is also an OTB upstairs which is nice if the mood strikes you.  It really reminds me of good sports bars back home and I always have a good time at UD watching games.",ScVLS5MiTLjbvxahFj8E4A,0
5,2,2016-01-14,8GU0Ok_9xldqi-c6k8mD1Q,FkbDsWZdJya7t3XauiwW1w,0,"This review is for customer service, I cannot speak for quality of flowers as I was not the recipient.

Thompson's is fantastic! Erica was amazing at helping me place an order. I needed to send flowers to the middle of nowhere and she grouped my order with another in the area. Before she helped me out, 3 other florists had cancelled and refused my business because I needed something sent to a tough area.

She was very responsive by phone and incredibly friendly and flexible. After being turfed through automated systems for the past 2 days, this was a breath of fresh air. Thank you for your help!",HEKh2d6TOi0a69sU19hlQg,0
5,0,2017-07-30,vpk33VZYMIsWv31R2H_aEw,W7gGZgcgzv-LFvk-s5csXg,0,"What a great place! My hubby and I stopped by here on our way home to DC. We loved everything about this place! The staff and owner were super friendly, the selection is awesome, and the taste is even better! What a brilliant idea too-mini donuts!! Highly recommend this place to others.",bJ24TQ9sPkOA3TvuglQOPw,0
1,1,2017-06-12,l6wnbZ-XXYzN_-Eypx-klg,CuUOZIHWlTJX28ImgNGW0w,0,I scheduled an appointment two weeks in advance to bring my mum to get her eyebrows microbladed. When we got there someone told us that Gina wasn't there and our appointment had been cancelled. She had failed to tell me that she had been called to a convention. My mom was so excited now she's just super pissed and coming from East York was such a waste of our time.,gyQcYI9wmqzhzVvWKLNwBQ,0
5,2,2018-01-05,5IeBM9CC1fQqWlhopIRYQQ,QqVfWRqOO_exljN8IWgeLQ,2,"This was our next spot on our ""local-exploration tour"", and we were not disappointed. I love small,  family owned businesses with a simple focus on food. The portions are huge and very reasonably priced. It also happens to be 6 minutes from my apartment, which means I'll be visiting very often. This is meant to be a takeaway food spot,  so if you go looking to dine in, space will be limited. However, this doesn't  take away from the fresh, flavorful food that's offered here.",Vs1mvnH22CNDWnY3BsJgvQ,0
2,3,2008-10-27,6g0jVqyem1O3h1gJ3XEK9Q,0Ryxx6uSpt4TOKYVGBekLQ,0,"I am a steak lover but I must say this wouldn't be somewhere i would recommend. Our steaks were cooked wrong, had a pretty blah taste and we sat in the restaurant for 20 min before anyone asked us about drinks. The drinks were $9 and were supposed to be ""top shelf"" uh I thinks not. tasted very watered down and I decided to limit myself to one at that price to quality ratio. The only part of the experience that was worth while the observing the table sitting next to us. Listening to them bicker back and fourth and argue about what they were going to get was quite entertaining....... I would not recommend going there for anyone there is plenty of other options close by that will leave you satisfied",l1SrQ3AyF3zKu4nxQ6Cbag,1
4,3,2017-08-04,k27n0gJEsxICJn1P_v12fw,ecJri9ozyke4dOCWulZiRQ,0,"Holy ramen, this place is delicious! 

Came in for lunch and was greeted and seated quickly. Although there was only one server, she was very quick and attentive. We got takoyaki, pork gyoza, and chicken karage for appetizer and I got the spicy tonkatsu ramen and my best friend got the house black. Everything was delicious! 

Pros:
+ The broth is so satisfyingly savory but not heavy to make you feel sick of it.
+ the sliced pork the ramen came with was nice and tender and just melts in your mouth
+ takoyaki is crispy on the outside but light and fluffy in the inside with a decent size of octopus. Hands down the best I've had. They sauced it perfectly! 
+ the chicken karage is so fresh and they give you a ton, felt like that could have been a meal of its own.

Cons:
- the noodles were a little on the soft side, would love if they were a little chewier
- the pork gyoza was not that impressive. I would skip this if you plan on ordering other appetizers. 
- the ramen came with seasoned egg and we thought it would be soft boil but it wasn't, would ask for it to be soft boil next time. 

I ordered my food as is to taste how it comes but definitely would do add on to my ramen next time. 

Still on the hunt to find the ramen that would change my mind about all ramen but until then, this place will do (:",YDYArKOwV5x_ILkp59-UQA,0
5,0,2018-06-05,Yt00fG9TB0f0RwPJoKF2uQ,JBrBsKpw0bbXK5nlrXVOYQ,0,"I have been eating here since I moved to Phoenix almost a decade ago. This resturant just keeps getting better and better!

They serve real, authentic Italian food, always with a smile!

The lunch menu is very affordable and still offers good portions for the cost. While the dinner menu is more pricey, but offers enough food to spilt with a friend. 

When you've been going here as long as I have, you get to know the servers, and they are all so hospitable. Many even remember repeat customers, know their orders, etc. I love the family vibe this restaurants puts off.",SyxyzUdN2CurATB8sRfNHg,0
5,0,2014-12-16,BtPP7aQOI4O2V5EdTELqUg,YNDxeeRUARbd8GRnscJSvg,0,"I was part of a 16 person party celebrating a wedding in Las Vegas.  This restaurant was so impressive.  Beautifully, but subtly, decorated for the Christmas holidays.  Spacious floor plan where your table isn't on top of the family next to you. It was dimly lit, inviting and cozy. 

Because we were such a large group, we were tucked into a long oval table that just about had its own zip code! We had one dedicated server--probably could have used two given the size of our party.  Our dining experience lasted close to four hours, which was just too long.  We did have an outside wedding cake brought in and the restaurant was gracious enough. to serve it.  That probably added an hour. 

I ordered Rigatoni (I think--this was a few days and 2,000 miles ago).  It came piping hot and was delish.  Everything was very good--fresh bread, good appetizers and good size entrees that seemed to please all.  I heard no complaints.  Only compliments.  

I live 2,000 miles away, so it's doubtful I'll make it back! But if I lived in the area, I would certainly return!",2PtljXA3PemXAPr2uPQp7A,0
3,1,2013-04-18,R9N2vHbmU6EZ4V03UbnQFQ,b-wEkSnjS9VSSymJI7Z_5A,0,Good value. There could have been more shrimp in the dynamite roll but the avacado and cucumber in there were very fresh and delicious. Will be back to try some of their hot items.,_iA_pl6PZELu8Jn0xmDFWw,0
3,1,2014-12-12,iGDQD23udoz6wtHAv4uMJA,Qq0rSY7QhCJiLUEkx0JTrA,0,"Normally this place is decent. But lately the customer service has been going downhill. Today I received my glazed doughnut still in the plastic bag. They weren't even busy. I have NEVER had this happen before. It takes 2 seconds to open the plastic and stick it in the paper Starbucks bag. I know that's probably silly to complain about. 
 Then the other day I was in line for 10 minutes while the lady at the register talked to this one customer. After just talking, the lady says, ""by the way, your card was declined."" And then spends a few minutes taking the different card and then talking to one of the other employees before helping the other 4 people in front of me. Their customer service is lacking, my drinks aren't always good, and they're so slow. Just wish they'd up their game a little.",rKZxxRyGXa12pPhoXi4P-A,0
5,0,2018-03-19,FQh_Houu_cuyjwCByP4J1A,9MDMNb8JhJcJzIAvD8kl3g,0,"I love this studio.  Well laid out , bright and airy.  It is a wonderful place to work.  Whether you are a beginner or past that, you will find exactly what you need in terms of tools and advice.  Michelle Moyer is a fabulous teacher.  She has created a warm and enjoyable space in which to work and learn.
I recently needed help making gold wedding bands for my daughter and her fiance.  Could not have done it without Michelle's expert help. Thank you, Michelle!
 I look forward to spending much more time at KP.",ilLR-hkFOQufdGHpKWh-sw,0
3,3,2015-08-03,fLYvv3bJpsTv18gw0_sYcA,iRwT2pBa87Y54q8nqfNAzw,1,They don't use fresh pho noodles here it's the dried one which really takes away from the flavour. They also changed their broth and it was a little on the sweet side. I just had the sliced rare beef pho and my partner had bun thit nuong. Service was much better than previous years but unfortunately the food wasn't as good. Fresh coconut still great though.,KL3BdqIlJD34CFBnEpPhXA,0
4,4,2011-10-15,OI1yyJ0_RyOWF-2hKgxuXw,8zBhtpDGERGiHU48BWQVDQ,0,"I am never going to be a person who likes working out. That being said, the uptown location of Sports & Fitness does a good job of minimizing my grumbling once I finally talk myself into getting off the couch.

There are always enough machines so that, even after work on a weeknight, I can't use the excuse that there is no spot for me. Both the staff and patrons are more appealing to me than the University location: there is a lower percentage of 'roided out meatheads and super fit college kids.

By far my favorite thing is that even in the Panthers fall sunday traffic, when the lot is marked $15 event parking, there is free deck parkng for the gym. Who feels like a VIP? I do!

It isn't super updated (though I hear they are planning some neat upgrades with this year's facility fees) but if you are looking to move your lazy butt in a climate controlled space that won't make you itch in odd places, this works great. Maybe even catch a post-work group class or use the tanning beds. You know, if that's your thing.",FXPGGtOlCawxz5Uw5DNF3A,2
5,0,2016-09-01,bb0l1qWjuaRJjmPVCZHc3A,ZYr2feXiGYTbWyho_1oUiw,0,"Yummy eggs and joe! Busy lunch hour and 25 min wait for food, so our waitress gave us a coupon for a free entree at next visit. Not necessary but very appreciated. I will go back! 
Great atmosphere, friendly staff, and good food!",mmWcpYEVSTZcKs1nw6yIrw,0
5,1,2014-09-02,86e2vcayEPBIW7puKj3pfA,VyVIneSU7XAWgMBllI6LnQ,0,Amazing food. Great service. Sunday family special is such a huge value! Don't miss that Mac n cheese or the adult strawberry lemonade. Go here!,zGgfspchykQQZ-mX3CWyGQ,0
5,1,2016-08-21,BvQeChMB2PLQdu-86xiRoA,j6bsyQv1QLT1evlCq9_1IA,0,Still the best pizza in the Surprise area. Closest pizza to good joints back in the Chicago suburban area. Tried a few more over the past few years and keep coming back here.,v7fSFchc9R6MyEl0QS60Kw,0
5,0,2011-11-21,Gb2iY-LEa28eOSodQPwG9w,o9auqDMXSNvE_jNQby-1Og,0,"I've dined at Sushi Club a handful of times, and their quality is always consistent. It's a bit hidden in Kensington, but once you've found it, you'll be going back for more.

They have a lot of special rolls which are unique. I'd recommend the tuna tataki, which is a must have for my visits.

I'd definitely recommend making reservations, as it's usually busy, and sometimes they run out of dishes, and service can be a bit slow (but worth the wait).",QvAVhuuc5XZ30-LbUcxzEg,0
2,0,2010-12-23,wFJVjUv6pmTGew0-zG7Upw,5kCRty4p7tBwM9P7MAXgvA,0,"I like some of their sushi and a lot of their specials are good.  But their normal prices are high - at the level of Heinens, but lower quality, much worse service and it takes twice as long to shop there due to its size and layout.",0rW9kOfnSb4VWkrc7Z7nKQ,0
5,0,2018-04-08,4H8QgdhJHhJ-B0R9gQMS3A,bEhczrlIzG9qkSwEvpWXhw,0,"I took my husband to Rosina for his bday for cocktails and we loved it. Great cocktails and great service, super nice bar. We will definitely be back.",dUgIOhBdYlydviJH6RQmcA,0
4,2,2017-08-09,XnWUSS25wVjb0bO_8I6aaA,gChmBjLSe3qa8rzEngoDLQ,0,"My husband and I had a long layover in Charlotte and decided to go into the city for a bit. We had brunch at Fahrenheit. The view was incredible!! We had a table right next to the window and after eating we spent some time out on the patio, where there were a few tables and couches, just taking in the view. We probably spent about two hours there. The waiters were friendly and attentive. It happened to be my birthday and our waiter brought me a mini cake- such a nice surprise! The food was ok, it was decently good but not great. That is the reason I am giving 4 stars instead of 5. But you don't really go here for the food, you go for the view.",Xo47j3my183muFZHczmCEw,0
3,14,2018-02-01,ZnfW4_kuUGnYqv73SC9wDw,wuDNjKgBIa-12y7nF7BXcw,7,"After mentally bookmarking Lucullus time and again whenever I read a review or passed by this gorgeous Downtown Markham location, I had yet to ever enter their hallowed doors. It's a good thing too because the entire front of their cafe is made of doors (all locked by the way) so in the brutal cold of winter, I (and many others), played the age-old game of entrance Russian roulette...

Attempt #1 - *pull*, strain, FAIL. 
Attempt #2 - *pull*, strain, FAIL. ""OK SERIOUSLY WTF I'M FREEZING HERE""
Attempt #3 - *pull*, strain, FAIL. ""WHY GOD? WHY DO YOU HATE ME""
Attempt # 4 *pull*, door opens, immediately falls inside and thanks god above on high #blessings

Once I made it past the door level, dried my frozen tears from my cheeks, and let my glasses defog, it was only then that I could take in the quaint French Cafe vibe of Lucullus AND I understood why all the doors, cuz in the summertime... it's open to the outside Parisian cafe style... (ohhhhhhhhhhh).

Cruising around inside I was thoroughly impressed with their selection of both traditional French and Chinese pastries and bread. To fairly review them I had to pick something familiar as a basis for comparison and picked up a Pain au Chocolate (Chocolate croissant) and paired it with a black coffee. 

The Croissant was massive, light, airy and fluffy. However, the dough was lacking in the distinct buttery texture and flavour that melts in your mouth when tearing into a fresh croissant. Instead, I found it slightly sweet but a little more on the bland side. Still tasty and visually stunning (you know from the Yelp.. and the gram). The coffee was nice and paired nicely, however, the teeny tiny diner-style cups were sad and spilt easily and honestly didn't do much to match the classy French aesthetic going here.

So why a three? A Three-star average means A-OK. Nothing was bad, but nothing knocked my socks off either. The x-factor which faltered a bit here, which is kinda become typical for certain businesses in Markham, was the standoffish, seemingly disengaged staff. Again, a place putting all this effort into an exceptional product should encourage staff to be part of that product - I honestly get more personality from the folks at Tim Hortons and their croissants are ONLY made with butter.

I'll come back to re-test them based on their Chinese dessert offerings. Look forward to it

Eatcrest Out",WeVkkF5L39888IPPlRhNpg,9
4,0,2012-01-01,dVlDwAhaEfEOZkvU4C0XHw,GIhzzb9tjqLCYdNP_k3-dQ,0,"This is a beautiful place to wander.  My family and I love going in the Spring, when everything is blooming and the weather is perfect!",9B3gVb1Yf6eT5FTvZ4FZsA,0
4,0,2012-06-24,6KjPFnZfI3a7f3OqxAvYjg,jO3ikdNbF_TGGv87izTkEg,0,"After leaving grape street cafe due to terrible service we decided to go to Buca.
As we sat down at the bar we were greeted by the bartender, very friendly and the service was great. You get huge portions of classic Italian and the house Cianti is really good. We had a great time. Will be back soon.",gWTOYTdpcm0xsgY6k57PGg,0
1,0,2017-02-01,I_pL5VAH41WrumsO2GR72Q,YkdEIDQkn7osX5xW584WMw,0,"I originally wrote a review purely about a product (terrible overpriced dumplings with hair in them) I purchased from this market a few weeks ago, not their gelato. The owner complained that it wasn't about her product and deleted my review. 
This review is purely based on the customer service of the Death in Venice Gelato. If you are a company that wants to house other businesses within your four walls, with shared kitchen and serving space, you should also take have to take some accountability for everything operating under your space and license. You can't benefit from sharing space with others when it's beneficial, and then shy away from the responsibility of serving bad products when the feedback is negative. That is not how a small business should be run.",jxk1Rz4cAtsFedXX3CVqXA,0
4,1,2013-09-03,O7OUvn6rVkHLeeY7mx1Dzw,tCYAxj5_pV4RnDpe3_5VpA,0,Sushi Bomb has a great all you can eat lunch. Large selection. Everything we tried was perfectly prepared. They also have the non seafood lovers covered. Excellent panko crusted chicken. Service was timely and helpful.,ywEB0MB_2U11NIGPs35pew,0
1,0,2018-05-31,zSOCURJ0jJpPuB1hg8PbWg,NdUuGRxEH0waBQbL6R7mmg,0,"I stayed in BS twice already, my first time was in October 2017, and my second time was in May 17 through the 22. I was told at the front desk before I got my key, that I needed to leave a $100 deposit and that I will get that deposit back when I checked out. When I checked out I asked about my deposit, they told me I was going to get it within 3-5 business days. When it was more than a week and I still hadn't received anything, I gave them a call, the first time they told me to wait a little longer that sometimes it takes more than 5 days. I waited another week, I gave them a call and they keep hanging up on me, they did that twice after I explained my situation. The first time I stayed in Boulder Station they didn't refund me back my deposit but I didn't made a big deal out of it, now this is the second time and they still haven't refund me back my deposit. I'm really disappointed the way they treat their customers, after they check out they don't care if you get your deposit back or not, they just want your money and once you checked out they don't return it back. It's like they have a license rob people legally. That's the last time I stay at BS (B*** S*** Casino)",zy-thDa5TQN-WXQ3U1WwcQ,0
1,1,2012-07-25,0VL3_CMJXInTdjVpP1tBkA,wFaVu_D7LiwAeDl_TxCf8g,0,"OMG. this place is awful. i'm sorry..

straight to the point:

- hot as hell inside. it's VEGAS turn up your AC. no one wants to eat pho in the heat. it was 104 degrees outside!!

- slowest service ever. took forever to take our order took forever to bring out the food. 

- the noodles were still hard. YUCK

- the only good thing about this place was the the beef was actually good.

won't ever come back here again!",C7qczjBIVlJaUmvSGJdoFA,0
4,3,2010-09-27,6axNKjoRSesXgcZbhMHrbg,bRntmjztJ4dFDA_LYiEECw,2,"I love S&L. Play games, sit and chat, study... it's a multi-purpose facility that's just great to hang out at. The staff are extremely laid-back, friendly people- very easy to talk to, and there to answer your questions. 
Online, I've seen a lot of people complaining about the pricing... but when you consider each game costs anywhere from $10-60 (sometimes beyond) to own privately, there are 1500+ to choose from, and you can play pretty much as long as you want to... how is this not economical?
I would agree that food and refreshments can take a while. Personally I don't usually order anything much more complicated than a mug of coffee ($1.75) and something small to munch on (~$2-3.00). I would suspect the slow service because they have a very limited kitchen facility, and few staff. They do create the sandwiches fresh to order, which I give them kudos for, because they could easily bring in pre-fab crap and speed up the food distribution.",HwWvld5Yd0h0EHrydo9CFQ,0
5,0,2017-11-24,kR5n6PH2ybOvPjbXK5nf7A,Pwi9n9T_nRtZtnctPJRapw,0,Just took my miniature dachshund there this morning and had the best experience. The front desk staff was so nice and welcoming and the Dr. Matthew was amazing. I left feeling so much better and with a solution to my dogs itchiness.,dRcoc6S250cLe7cuqq4ltw,0
5,4,2018-02-11,RRxfjXqhmt9KbDEXOfEYuw,wM_wTKtCdjQ7aLiuHpFJJw,1,"Pawsh Palace is the hottest place to take your pup for doggie daycare, boarding, and grooming in Las Vegas.  Their new location is practically on the strip which is very convenient for me, although I have used their pick-up service when I was running short on time. The decor is fab and it's very clean.  

They treat your little ones just like you would.  I love that they have cameras to monitor your pets so you know they give them plenty of love and playtime.  When I pick up my Ella Bella from Pawsh she is always happy and she's never upset when I drop her off.  They have even sent her home with little treats. I will never take my dog to anywhere other than Pawsh Palace in Las Vegas.  So thankful for a place I could trust with my little one.",Q-XAKuShkj60WrURFxTwGA,0
