is_open,hours.Monday,attributes.BusinessAcceptsCreditCards,hours.Tuesday,attributes.HappyHour,attributes.Ambience,attributes.NoiseLevel,hours.Wednesday,attributes.GoodForKids,attributes.AgesAllowed,neighborhood,attributes.Corkage,categories,attributes.AcceptsInsurance,attributes.Alcohol,attributes.WiFi,attributes.Music,attributes.RestaurantsReservations,postal_code,attributes.HairSpecializesIn,name,longitude,attributes.BikeParking,attributes.RestaurantsTableService,attributes.RestaurantsDelivery,attributes.RestaurantsTakeOut,hours.Friday,attributes.RestaurantsPriceRange2,attributes.DriveThru,city,attributes.DogsAllowed,attributes.GoodForMeal,attributes.RestaurantsCounterService,attributes.DietaryRestrictions,latitude,attributes,attributes.BusinessParking,stars,business_id,attributes.BestNights,address,attributes.ByAppointmentOnly,attributes.BYOB,attributes.BusinessAcceptsBitcoin,attributes.BYOBCorkage,attributes.Caters,attributes.Open24Hours,attributes.HasTV,attributes.OutdoorSeating,hours.Sunday,attributes.GoodForDancing,attributes.WheelchairAccessible,attributes.RestaurantsGoodForGroups,attributes.Smoking,attributes.CoatCheck,hours.Saturday,review_count,hours.Thursday,state,hours,attributes.RestaurantsAttire
1,11:0-22:0,True,11:0-22:0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}",average,11:0-22:0,True,,,,"Restaurants, Pizza",,beer_and_wine,no,,False,89030,,Pieology Pizzeria,-115.11633300000001,True,False,False,True,11:0-22:0,1.0,,North Las Vegas,,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,36.240798999999996,"{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",3.5,MGPdqitucDiq3T3gQWUXXA,,"2520 E Craig Rd, Ste 120",,,,,False,,True,True,11:0-22:0,,,True,,,11:0-22:0,113,11:0-22:0,NV,"{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",casual
1,0:0-0:0,True,0:0-0:0,,,,0:0-0:0,,,,,"Bakeries, Donuts, Food",,,,,,85296,,Bosa Donuts,-111.7563114,False,,False,True,0:0-0:0,1.0,,Gilbert,,,,,33.3476171,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'False'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",4.0,l4rWif6aA8rxedgOPWOtKw,,130 S Val Vista Dr,,,,,True,,,,0:0-0:0,,False,,,,0:0-0:0,51,0:0-0:0,AZ,"{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",
1,10:0-20:0,,10:0-20:0,,,,10:0-20:0,,,Streetsville,,"Beauty & Spas, Day Spas, Nail Salons, Hair Removal, Waxing",,,,,,L5M,,Scarlet Nails & Spa,-79.72842259999999,,,,,9:30-20:0,1.0,,Mississauga,,,,,43.5829265,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '1'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",3.5,iBm0RArq9431nSds7E65kA,,"2275 Britannia Road W, Unit 18",False,,,,,,,,10:30-17:0,,,,,,9:30-18:0,3,9:30-20:0,ON,"{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '9:30-20:0', 'Friday': '9:30-20:0', 'Saturday': '9:30-18:0', 'Sunday': '10:30-17:0'}",
1,,,9:0-17:0,,,,9:0-17:0,,,,,"Pet Breeders, Pets, Pet Services",,,,,,85387,,Grave's Labradors,-112.40530459999998,,,,,9:0-17:0,,,Surprise,,,,,33.7429504,,,3.0,ZdE2as4BNA56iJlMmFuBRw,,,,,,,,,,,,,,,,,10:0-15:0,4,9:0-17:0,AZ,"{'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0', 'Saturday': '10:0-15:0'}",
1,11:30-3:0,True,11:30-3:0,True,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",average,11:30-3:0,False,,Rosemont-La Petite-Patrie,,"Restaurants, Gastropubs, Brasseries, Pubs, Local Flavor, Breweries, Brewpubs, Bars, Beer, Wine & Spirits, Food, Poutineries, Nightlife",,full_bar,free,,True,H2S 3C5,,Vices et Versa,-73.6119765,True,True,False,True,11:30-3:0,2.0,,Montréal,False,"{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,45.5317989,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'False', 'CoatCheck': 'False', 'DogsAllowed': 'False', 'GoodForKids': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HappyHour': 'True', 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Smoking': 'no', 'WheelchairAccessible': 'False', 'WiFi': 'free'}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",4.0,HSrbuWbiBnkujnfCJPtRHg,,6631 Boulevard Saint-Laurent,,,,,False,,False,True,11:30-3:0,,False,True,no,False,11:30-3:0,124,11:30-3:0,QC,"{'Monday': '11:30-3:0', 'Tuesday': '11:30-3:0', 'Wednesday': '11:30-3:0', 'Thursday': '11:30-3:0', 'Friday': '11:30-3:0', 'Saturday': '11:30-3:0', 'Sunday': '11:30-3:0'}",casual
1,9:0-17:0,,9:0-17:0,,,,9:0-17:0,,,,,"Financial Services, Banks & Credit Unions",,,,,,89074,,Wells Fargo Bank,-115.10086499999998,,,,,9:0-18:0,,,Henderson,,,,,36.034557,,,4.0,1EQIETvEUjp1GLBAV4F3dw,,101 N Pecos Rd,,,,,,,,,,,,,,,10:0-14:0,7,9:0-17:0,NV,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-18:0', 'Saturday': '10:0-14:0'}",
1,7:30-17:30,True,7:30-17:30,,,,7:30-17:30,,,,,"Automotive, Oil Change Stations, Tires, Auto Repair",,,,,,29708,,Tega Cay Auto and Marine,-81.0044353,,,,,7:30-17:30,,,Fort Mill,,,,,35.056870700000005,{'BusinessAcceptsCreditCards': 'True'},,1.0,hOr-IE9WSsj2nYIh66VEnA,,2026 Gold Hill Rd,,,,,,,,,,,,,,,8:0-11:0,3,7:30-17:30,SC,"{'Monday': '7:30-17:30', 'Tuesday': '7:30-17:30', 'Wednesday': '7:30-17:30', 'Thursday': '7:30-17:30', 'Friday': '7:30-17:30', 'Saturday': '8:0-11:0'}",
0,7:0-17:30,True,7:0-17:30,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",quiet,7:0-17:30,True,,Downtown,,"Coffee & Tea, Restaurants, Donuts, Breakfast & Brunch, Food",,none,no,,False,89101,,Pawn Donut and Coffee,-115.14545700000001,True,False,False,True,7:0-17:30,1.0,,Las Vegas,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}",,,36.161204999999995,"{'Alcohol': 'none', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'False', 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", 'HasTV': 'False', 'NoiseLevel': 'quiet', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",4.0,TXCARn0fvOFoydARXEeaJg,,725 S Las Vegas Blvd,False,,,,False,,False,True,8:0-17:30,,True,True,,,8:0-17:30,50,7:0-17:30,NV,"{'Monday': '7:0-17:30', 'Tuesday': '7:0-17:30', 'Wednesday': '7:0-17:30', 'Thursday': '7:0-17:30', 'Friday': '7:0-17:30', 'Saturday': '8:0-17:30', 'Sunday': '8:0-17:30'}",casual
1,,True,,,,,,,,,,"Food, Convenience Stores",,,,,,85268,,Circle K,-111.714051,True,,,,,1.0,,Fountain Hills,,,,,33.5739713,"{'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",2.5,WSpFjl-7g3HpyVb2mqYrVg,,16948 E Shea Blvd,,,,,,,,,,,,,,,,6,,AZ,,
1,9:0-18:0,,9:0-18:0,,,,9:0-18:0,,,Westside,,"Insurance, Financial Services",,,,,,89102,,Ralph Kyminas - AAA Insurance,-115.18675390000001,,,,,9:0-18:0,,,Las Vegas,,,,,36.1593299,,,3.5,qVGU_XoEQdLeYQVoP1Dg_g,,3312 W Charleston Blvd,,,,,,,,,9:0-18:0,,,,,,9:0-18:0,3,9:0-18:0,NV,"{'Monday': '9:0-18:0', 'Tuesday': '9:0-18:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-18:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-18:0', 'Sunday': '9:0-18:0'}",
0,9:0-17:0,True,9:0-17:0,,,,9:0-17:0,,,,,"Beauty & Spas, Laser Hair Removal, Hair Removal, Medical Spas, Health & Medical",False,,,,,28210,,Giovane Bella Medical Aesthetics,-80.8671228,,,,,9:0-17:0,,,Charlotte,,,,,35.0952774,"{'AcceptsInsurance': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",5.0,Y9XXA_MrRYnTH6tinoiSfQ,,,True,,,,,,,,,,,,,,9:0-17:0,4,9:0-20:0,NC,"{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-17:0', 'Saturday': '9:0-17:0'}",
0,11:30-21:0,True,11:30-21:0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",average,11:30-21:0,True,,,,"Italian, Food, Food Delivery Services, Restaurants, Beverage Store",,full_bar,no,,True,85283,,Miele's Italian Bistro,-111.9096233,False,True,False,True,11:30-22:0,2.0,,Tempe,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,,33.3616642,"{'Alcohol': 'full_bar', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'DogsAllowed': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'True', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",4.0,L9qDnDHSnINNjePwrJz-uQ,,"1835 E Guadalupe Rd, Ste D111",,,False,,True,,True,True,11:30-21:0,,True,True,,,11:30-22:0,210,11:30-21:0,AZ,"{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}",casual
1,17:0-22:0,,17:0-22:0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,17:0-22:0,True,,Plateau-Mont-Royal,,"Restaurants, Asian Fusion, Cafes",,,,,True,H2T 1S5,,Cafe Mei,-73.59603220000001,True,,False,True,17:0-23:0,2.0,,Montréal,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,45.5246587,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTakeOut': 'True'}",,4.0,6ZvPjH_GoJaj5pZBzp1l1w,,5309 Boulevard St-Laurent,,,,,,,False,False,11:0-15:0,,,True,,,11:0-15:0,12,17:0-22:0,QC,"{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-23:0', 'Saturday': '11:0-15:0', 'Sunday': '11:0-15:0'}",casual
1,8:0-17:0,,8:0-17:0,,,,8:0-17:0,,,,,"Professional Services, Lawyers, Personal Injury Law",,,,,,85306,,"Wade & Nysather, P.C",-112.18671770000002,,,,,8:0-17:0,,,Glendale,,,,,33.632866899999996,,,5.0,QxesEWSS_HgZMQtB-FDaNg,,"16222 N 59th Ave, Ste B220",,,,,,,,,,,,,,,,8,8:0-17:0,AZ,"{'Monday': '8:0-17:0', 'Tuesday': '8:0-17:0', 'Wednesday': '8:0-17:0', 'Thursday': '8:0-17:0', 'Friday': '8:0-17:0'}",
1,,True,,,,,,True,,,,"Gyms, Beauty & Spas, Fitness & Instruction, Active Life, Tanning",,,,,,T2L 2J8,,Gold's Gym,-114.1438705,,,,,,2.0,,Calgary,,,,,51.098444,"{'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'ByAppointmentOnly': 'False', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'WheelchairAccessible': 'False'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",2.5,AJjL8rwd-gGzGf5PDuqWfA,,5111 Northland Dr NW,False,,,,,,,,,,False,,,,,3,,AB,,
1,,,,,,,,,,,,"Doctors, Health & Medical, Psychiatrists",,,,,,85308,,Doumani-Semino Shelley MD,-112.2148112,,,,,,,,Glendale,,,,,33.6410497,{'ByAppointmentOnly': 'True'},,1.0,huZ_N2G2Ls_BHODLXpOHeA,,"17215 N 72nd Dr, Ste B115",True,,,,,,,,,,,,,,,3,,AZ,,
1,7:30-17:0,True,7:30-17:0,,,,7:30-17:0,,,,,"Dermatologists, Doctors, Health & Medical",True,,,,,85206,,Alta Dermatology Group,-111.69581399999998,,,,,7:30-17:0,,,Mesa,,,,,33.4125226,"{'AcceptsInsurance': 'True', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True'}",,2.5,3v9dlVbOjK_L-qwNfcxEDg,,"130 S 63rd St, Bldg 3, Ste 114",True,,,,,,,,,,,,,,,26,7:30-17:0,AZ,"{'Monday': '7:30-17:0', 'Tuesday': '7:30-17:0', 'Wednesday': '7:30-17:0', 'Thursday': '7:30-17:0', 'Friday': '7:30-17:0'}",
1,11:0-22:30,True,11:0-22:30,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",average,11:0-22:30,True,,,,"Restaurants, Chinese",,beer_and_wine,no,,True,L4B 3P7,,John's Chinese BBQ Restaurant,-79.39960440000002,False,True,False,True,11:0-22:30,2.0,,Richmond Hill,,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,43.840905,"{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'False', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'WiFi': 'no'}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",3.0,--6MefnULPED_I942VcFNA,,"328 Highway 7 E, Chalmers Gate 11, Unit 10",,,,,True,,False,False,11:0-22:30,,True,True,,,11:0-22:30,39,11:0-22:30,ON,"{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-22:30'}",casual
1,7:0-17:0,,7:0-17:0,,,,7:0-17:0,,,,,"Marketing, Graphic Design, Web Design, Professional Services",,,,,,85202,,Panda Online Marketing,-111.86959499999999,,,,,7:0-17:0,,,Mesa,,,,,33.378130999999996,,,5.0,0TGDb3Nq99X5zN4R0m9vEQ,,1645 W Baseline Rd,,,,,,,,,7:0-17:0,,,,,,7:0-17:0,3,7:0-17:0,AZ,"{'Monday': '7:0-17:0', 'Tuesday': '7:0-17:0', 'Wednesday': '7:0-17:0', 'Thursday': '7:0-17:0', 'Friday': '7:0-17:0', 'Saturday': '7:0-17:0', 'Sunday': '7:0-17:0'}",
1,8:30-19:30,,8:30-17:0,,,,8:30-17:0,,,,,"General Dentistry, Dentists, Health & Medical",True,,,,,M2J 1V1,,Eli Shem Tov,-79.3623187,,,,,,,,North York,,,,,43.771796,"{'AcceptsInsurance': 'True', 'ByAppointmentOnly': 'True'}",,5.0,jugE-szhgakWOGLgZOZgQg,,"North York Dental, 1333 Sheppard Avenue E",True,,,,,,,,,,,,,,8:30-17:0,3,8:30-17:0,ON,"{'Monday': '8:30-19:30', 'Tuesday': '8:30-17:0', 'Wednesday': '8:30-17:0', 'Thursday': '8:30-17:0', 'Saturday': '8:30-17:0'}",
1,10:45-22:0,True,10:45-22:0,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",average,10:45-22:0,True,,,,"Restaurants, Mexican, Fast Food",,beer_and_wine,no,,False,85374,,Chipotle Mexican Grill,-112.359094705,True,False,False,True,10:45-22:0,1.0,False,Surprise,,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,33.6382111448,"{'Alcohol': 'beer_and_wine', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'DriveThru': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", 'HasTV': 'False', 'NoiseLevel': 'average', 'OutdoorSeating': 'True', 'RestaurantsAttire': 'casual', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': 'no'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",2.5,dXoeLzpG72P7F2Lwa01riQ,,"13869 W Bell Rd, Ste 107",,,,,True,,False,True,10:45-22:0,,,True,,,10:45-22:0,114,10:45-22:0,AZ,"{'Monday': '10:45-22:0', 'Tuesday': '10:45-22:0', 'Wednesday': '10:45-22:0', 'Thursday': '10:45-22:0', 'Friday': '10:45-22:0', 'Saturday': '10:45-22:0', 'Sunday': '10:45-22:0'}",casual
0,,,,,,,,,,The Beach,,"Thai, Restaurants",,,,,,M4L 1H8,,Bow Thai Restaurant,-79.30154559999998,,True,,True,,2.0,,Toronto,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,43.6698968,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", 'RestaurantsAttire': 'casual', 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True'}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",3.0,a23aElEgvCFhxdtqdzh7bg,,1970 Queen Street E,,,,,,,,,,,,,,,,7,,ON,,casual
1,16:30-20:0,True,16:30-20:0,,,,16:30-20:0,True,,,,"Martial Arts, Trainers, Fitness & Instruction, Gyms, Active Life",,,,,,89014,,The Pit 702,-115.0369872,False,,,,16:30-18:30,,,Henderson,False,,,,36.062368,"{'BikeParking': 'False', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'ByAppointmentOnly': 'True', 'DogsAllowed': 'False', 'GoodForKids': 'True'}","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",5.0,1IrdoEnOtEY_ivMvRNsAKg,,"565 Marks St, Ste 140",True,,,,,,,,,,,,,,9:0-12:0,37,16:30-20:0,NV,"{'Monday': '16:30-20:0', 'Tuesday': '16:30-20:0', 'Wednesday': '16:30-20:0', 'Thursday': '16:30-20:0', 'Friday': '16:30-18:30', 'Saturday': '9:0-12:0'}",
1,8:30-19:0,,8:30-19:0,,,,8:30-19:0,,,,,"Automotive, Auto Repair",,,,,,T2E 4R2,,A-1 Auto Repair,-114.03268100000001,,,,,8:30-19:0,,,Calgary,,,,,51.092614700000006,,,3.5,CcSnibXNWbrFN1ytqA2nHw,,4520 12 Street NE,,,,,,,,,,,,,,,9:0-17:0,3,8:30-19:0,AB,"{'Monday': '8:30-19:0', 'Tuesday': '8:30-19:0', 'Wednesday': '8:30-19:0', 'Thursday': '8:30-19:0', 'Friday': '8:30-19:0', 'Saturday': '9:0-17:0'}",
1,,,,,,,,,,,,"Bars, Pubs, Nightlife",,,,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}",,YO12 5EY,,New Tavern,-0.41652429999999996,,,,,,2.0,,Scarborough,,,,,54.276787,"{'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}"", 'RestaurantsPriceRange2': '2'}",,3.0,4o0uJ9iuh2D3qiw07rowOg,,131 Falsgrave Road,,,,,,,,,,,,,,,,5,,NYK,,
1,8:45-16:0,True,8:45-16:30,,,,8:45-16:30,,,,,"Local Services, Flowers & Gifts, Office Equipment, Printing Services, Arts & Crafts, Shopping, Event Planning & Services, Cards & Stationery",,,,,,28209,,Copy Cat Printing,-80.876134,,,,,8:45-16:0,,,Charlotte,,,,,35.17856,{'BusinessAcceptsCreditCards': 'True'},,4.5,_ABw1OHNQ6jB3hUEANHxGg,,4612 S Blvd,,,,,,,,,,,,,,,,8,8:45-16:30,NC,"{'Monday': '8:45-16:0', 'Tuesday': '8:45-16:30', 'Wednesday': '8:45-16:30', 'Thursday': '8:45-16:30', 'Friday': '8:45-16:0'}",
